A,B,C,D,E,F,G,H,I,J
1764365383.262276,66,False,False,False,20,False,0,False,False
1764365386.7242296,66,False,False,False,20,False,0,False,False
1764365392.2733045,66,False,False,False,19,False,0,False,False
1764365394.5669904,66,False,False,False,18,False,0,False,False
1764365398.565903,66,False,False,False,18,False,0,False,False
1764365402.1687188,66,False,False,False,17,False,0,False,False
1764365406.7328472,66,False,False,False,17,False,0,False,False
1764365410.8568435,66,False,False,False,16,False,0,False,False
1764365413.578504,66,False,False,False,16,False,0,False,False
1764365417.4587502,66,False,False,False,15,False,1,False,False
1764365423.988281,66,False,False,False,14,False,1,False,False
1764365427.3088756,66,False,False,False,14,False,1,False,False
1764365432.9298162,66,False,False,False,13,False,1,False,False
1764365438.7044194,66,False,False,False,12,False,1,False,False
1764365442.067236,66,False,False,False,12,False,1,False,False
1764365445.8160377,66,False,False,False,11,False,1,False,False
1764365450.5784304,66,False,False,False,11,False,1,False,False
1764365453.3783295,66,False,False,False,10,True,1,False,False
1764365455.8389716,66,False,False,False,10,True,1,False,False
1764365460.4747539,64,False,True,True,11,True,1,False,False
1764365465.5171878,62,False,True,True,13,True,1,False,False
1764365468.9261847,60,False,True,True,15,True,1,False,False
1764365473.8829281,58,False,True,True,16,True,1,False,False
1764365477.2823498,56,False,True,True,17,True,1,False,False
1764365480.385437,54,False,True,True,18,True,1,False,False
1764365483.8158786,53,False,True,True,20,False,1,False,False
1764365487.5195825,51,False,False,False,20,False,1,False,False
1764365493.053568,51,False,False,False,19,False,2,False,False
1764365497.133558,51,False,False,False,19,False,2,False,False
1764365499.373088,51,False,False,False,19,False,2,False,False
1764365502.89301,51,False,False,False,18,False,2,False,False
1764365505.3058605,51,False,False,False,18,False,2,False,False
1764365507.8178124,51,False,False,False,17,False,2,False,False
1764365510.6397758,51,False,False,False,17,False,2,False,False
1764365514.3247373,51,False,False,False,16,False,2,False,False
1764365517.0404675,51,False,False,False,16,False,2,False,False
1764365520.705862,51,False,False,False,15,False,2,False,False
1764365527.2840729,51,False,False,False,14,False,2,False,False
1764365531.2862804,51,False,False,False,14,False,2,False,False
1764365534.9230897,51,False,False,False,13,False,2,False,False
1764365541.7672858,51,False,False,False,13,False,2,False,False
1764365544.790887,51,False,False,False,12,False,2,False,False
1764365547.737119,51,False,False,False,12,False,2,False,False
1764365551.3893096,51,False,False,False,11,False,2,False,False
1764365555.1496992,51,False,False,False,11,False,2,False,False
1764365558.1088765,51,False,False,False,10,True,2,False,False
1764365560.863497,51,False,False,False,10,True,2,True,False
1764365563.6576846,51,False,True,True,13,True,0,False,False
1764365568.6212652,48,False,True,True,14,True,0,False,False
1764365572.4743586,46,False,True,True,16,True,0,False,False
1764365576.3970659,45,False,True,True,17,True,0,False,False
1764365578.7091901,44,False,True,True,18,True,0,False,False
1764365583.951074,42,False,True,True,19,True,0,False,False
1764365590.2757986,43,True,False,False,19,False,0,False,False
1764365594.3484843,45,True,False,False,19,False,0,False,False
1764365598.4412248,48,True,False,False,18,False,0,False,False
1764365602.2327156,50,True,False,False,17,False,1,False,False
1764365605.7214377,52,True,False,False,17,False,1,False,False
1764365610.242731,56,True,False,False,16,False,1,False,False
1764365614.7236974,58,True,False,False,16,False,1,False,False
1764365619.0211866,61,True,False,False,15,False,1,False,False
1764365623.5087998,64,True,False,False,14,False,1,False,False
1764365627.4499419,67,True,False,False,14,False,1,False,False
1764365631.9946084,69,True,False,False,13,False,1,False,False
1764365636.7221293,73,True,False,False,13,False,1,False,False
1764365639.6482558,74,True,False,False,12,False,1,False,False
1764365642.9221964,76,True,False,False,12,False,1,False,False
1764365647.1783717,79,False,False,False,11,False,1,False,False
1764365651.0042887,80,False,False,False,11,False,1,False,False
1764365654.8882298,80,False,False,False,10,True,1,False,False
1764365658.4838293,79,False,True,True,11,True,1,False,False
1764365661.0361476,78,False,True,True,12,True,1,False,False
1764365663.781724,76,False,True,True,13,True,1,False,False
1764365668.076961,74,False,True,True,15,True,1,False,False
1764365674.4280136,70,False,True,True,17,True,1,False,False
1764365678.154391,69,False,True,True,19,True,2,False,False
1764365683.0883193,66,False,False,False,20,False,2,False,False
1764365688.377461,66,False,False,False,19,False,2,False,False
1764365693.0589633,66,False,False,False,18,False,2,False,False
1764365697.5732324,66,False,False,False,17,False,2,False,False
1764365701.5435789,66,False,False,False,17,False,2,False,False
1764365704.850867,66,False,False,False,16,False,2,False,False
1764365709.3649278,66,False,False,False,16,False,2,False,False
1764365712.6803436,66,False,False,False,15,False,2,False,False
1764365715.1704378,66,False,False,False,15,False,2,False,False
1764365718.8546052,66,False,False,False,14,False,2,False,False
1764365724.2266233,66,False,False,False,14,False,2,False,False
1764365729.32396,66,False,False,False,13,False,2,False,False
1764365732.3341806,66,False,False,False,13,False,2,False,False
1764365735.2280648,66,False,False,False,12,False,2,False,False
1764365738.2915704,66,False,False,False,12,False,2,False,False
1764365743.1083312,66,False,False,False,11,False,2,False,False
1764365746.86975,66,False,False,False,13,False,0,False,False
1764365751.8415067,66,False,False,False,13,False,0,False,False
1764365755.5028424,66,False,False,False,12,False,0,False,False
1764365759.4200466,66,False,False,False,12,False,0,False,False
1764365764.2628057,66,False,False,False,11,False,0,False,False
1764365767.5078554,66,False,False,False,11,False,0,False,False
1764365773.207361,66,False,True,True,11,True,0,False,False
1764365777.001771,64,False,True,True,12,True,0,False,False
1764365781.7526226,61,False,True,True,14,True,0,False,False
1764365786.7093198,59,False,True,True,16,True,0,False,False
1764365790.748402,57,False,True,True,17,True,1,False,False
1764365795.3177803,55,False,True,True,19,True,1,False,False
1764365798.3272495,53,False,True,True,20,False,1,False,False
1764365802.4052405,51,False,False,False,21,False,1,False,False
1764365807.5127785,51,False,False,False,20,False,1,False,False
1764365813.1147063,51,False,False,False,19,False,1,False,False
1764365815.748404,51,False,False,False,19,False,1,False,False
1764365819.4311974,51,False,False,False,18,False,1,False,False
1764365824.1714532,51,False,False,False,18,False,1,False,False
1764365829.1178517,51,False,False,False,17,False,1,False,False
1764365833.5277905,51,False,False,False,16,False,1,False,False
1764365836.4981358,51,False,False,False,16,False,1,False,False
1764365838.9021032,51,False,False,False,16,False,1,False,False
1764365843.2780063,51,False,False,False,15,False,1,False,False
1764365848.1571188,51,False,False,False,14,False,1,False,False
1764365853.1441119,51,False,False,False,14,False,1,False,False
1764365855.9956868,51,False,False,False,13,False,1,False,False
1764365859.2511666,51,False,False,False,13,False,2,False,False
1764365861.8187556,51,False,False,False,12,False,2,False,False
1764365864.983651,51,False,False,False,12,False,2,False,False
1764365869.2292295,51,False,False,False,11,False,2,False,False
1764365873.5844445,51,False,False,False,11,False,2,False,False
1764365878.6787775,51,False,False,False,10,True,2,False,False
1764365882.8599787,51,False,True,True,10,True,2,False,False
1764365886.5518403,49,False,True,True,12,True,2,False,False
1764365891.1078625,47,False,True,True,13,True,2,False,False
1764365896.6681685,44,False,True,True,15,True,2,False,False
1764365901.1263163,43,False,True,True,16,True,2,False,False
1764365904.1723318,41,False,True,True,17,True,2,False,False
1764365908.402695,41,True,True,True,18,True,2,False,False
1764365913.342585,42,True,True,True,19,True,2,False,False
1764365917.6653652,44,True,False,False,20,False,2,False,False
1764365921.813674,46,True,False,False,19,False,2,False,False
1764365926.7537198,49,True,False,False,18,False,2,False,False
1764365931.767143,53,True,False,False,20,False,0,False,False
1764365936.1414924,55,True,False,False,20,False,0,False,False
1764365939.3095925,57,True,False,False,19,False,0,False,False
1764365943.6132388,60,True,False,False,18,False,0,False,False
1764365949.1685824,64,True,False,False,18,False,0,False,False
1764365952.8515115,66,True,False,False,17,False,0,False,False
1764365956.9604664,69,True,False,False,16,False,0,False,False
1764365961.865004,72,True,False,False,16,False,0,False,False
1764365966.0000305,75,True,False,False,15,False,0,False,False
1764365970.3626168,77,True,False,False,14,False,1,False,False
1764365975.9591277,80,False,False,False,14,False,1,False,False
1764365979.5126925,80,False,False,False,13,False,1,False,False
1764365982.3921294,80,False,False,False,13,False,1,False,False
1764365986.0194647,80,False,False,False,12,False,1,False,False
1764365990.9803796,80,False,False,False,12,False,1,False,False
1764365994.8653848,80,False,False,False,11,False,1,False,False
1764366000.4304202,80,False,False,False,11,False,1,False,False
1764366004.3468041,79,False,True,True,12,True,1,False,False
1764366009.7465754,75,False,True,True,14,True,1,False,False
1764366013.6224213,73,False,True,True,16,True,1,False,False
1764366017.0474012,72,False,True,True,17,True,1,False,False
1764366020.0387585,70,False,True,True,18,True,1,False,False
1764366025.2965288,67,False,True,True,20,False,1,False,False
1764366030.3582928,66,False,False,False,20,False,1,False,False
1764366034.175474,66,False,False,False,20,False,1,False,False
1764366039.5904422,66,False,False,False,19,False,2,False,False
1764366043.2931983,66,False,False,False,18,False,2,False,False
1764366046.6983085,66,False,False,False,17,False,2,False,False
1764366049.5937233,66,False,False,False,17,False,2,False,False
1764366054.1300168,66,False,False,False,16,False,2,False,False
1764366060.0661557,66,False,False,False,16,False,2,False,False
1764366064.407588,66,False,False,False,15,False,2,False,False
1764366068.7703345,66,False,False,False,14,False,2,False,False
1764366073.185346,66,False,False,False,14,False,2,False,False
1764366078.6735752,66,False,False,False,13,False,2,False,False
1764366083.151708,66,False,False,False,12,False,2,False,False
1764366086.413453,66,False,False,False,12,False,2,False,False
1764366089.9954429,66,False,False,False,12,False,2,False,False
1764366093.264943,66,False,False,False,11,False,2,False,False
1764366096.803854,66,False,False,False,11,False,2,False,False
1764366101.2861464,66,False,False,False,10,True,2,False,False
1764366104.743156,65,False,True,True,11,True,2,False,False
1764366108.9036465,62,False,True,True,13,True,2,False,False
1764366113.3045108,60,False,True,True,14,True,2,False,False
1764366117.9379015,58,False,True,True,19,True,0,False,False
1764366121.277023,56,False,True,True,20,False,0,False,False
1764366126.0794022,56,False,False,False,19,False,0,False,False
1764366128.595318,56,False,False,False,19,False,0,False,False
1764366132.9196925,56,False,False,False,18,False,0,False,False
1764366136.6468225,56,False,False,False,18,False,0,False,False
1764366140.4494913,56,False,False,False,17,False,0,False,False
1764366143.2917993,56,False,False,False,17,False,0,False,False
1764366147.533021,56,False,False,False,16,False,0,False,False
1764366151.8733282,56,False,False,False,15,False,1,False,False
1764366155.687976,56,False,False,False,15,False,1,False,False
1764366161.2647572,56,False,False,False,14,False,1,False,False
1764366165.148836,56,False,False,False,14,False,1,False,False
1764366167.826973,56,False,False,False,13,False,1,False,False
1764366169.953759,56,False,False,False,13,False,1,False,False
1764366174.704103,56,False,False,False,12,False,1,False,False
1764366178.0971208,56,False,False,False,12,False,1,False,False
1764366183.0557327,56,False,False,False,11,False,1,False,False
1764366188.1239734,56,False,False,False,11,False,1,False,False
1764366193.0013356,55,False,True,True,11,True,1,False,False
1764366197.3643808,54,False,True,True,12,True,1,False,False
1764366201.9644558,51,False,True,True,14,True,1,False,False
1764366205.1863458,50,False,True,True,15,True,1,False,False
1764366208.1961584,48,False,True,True,16,True,1,False,False
1764366214.4873016,46,False,True,True,17,True,1,False,False
1764366218.9869642,44,False,True,True,19,True,1,False,False
1764366223.8949893,42,False,False,False,19,False,1,False,False
1764366227.9715998,42,False,False,False,19,False,2,False,False
1764366231.4442558,42,False,False,False,18,False,2,False,False
1764366235.5942073,42,False,False,False,18,False,2,False,False
1764366239.7218463,42,False,False,False,17,False,2,False,False
1764366243.7985156,42,False,False,False,16,False,2,False,False
1764366247.1674268,42,False,False,False,16,False,2,False,False
1764366250.0504577,42,False,False,False,15,False,2,False,False
1764366252.595167,42,False,False,False,15,False,2,False,False
1764366256.7340457,42,False,False,False,14,False,2,False,False
1764366261.886512,42,False,False,False,14,False,2,False,False
1764366267.646591,42,False,False,False,13,False,2,False,False
1764366272.5940187,42,False,False,False,12,False,2,False,False
1764366277.524569,42,False,False,False,12,False,2,False,False
1764366282.2369761,42,False,False,False,11,False,2,False,False
1764366287.0394564,42,False,False,False,10,True,2,False,False
1764366293.5084379,40,True,True,True,13,True,2,False,False
1764366298.5572495,42,True,True,True,14,True,3,True,False
1764366302.607133,43,True,True,True,17,True,0,False,False
1764366305.703014,43,True,True,True,18,True,0,False,False
1764366309.032233,44,True,True,True,19,True,0,False,False
1764366312.0645525,45,True,True,True,20,False,0,False,False
1764366315.1169949,47,True,False,False,20,False,0,False,False
1764366318.0331402,49,True,False,False,19,False,0,False,False
1764366323.9993892,53,True,False,False,18,False,0,False,False
1764366329.1794465,56,True,False,False,17,False,0,False,False
1764366333.9365675,58,True,False,False,17,False,0,False,False
1764366340.653721,63,True,False,False,16,False,1,False,False
1764366344.4306993,66,True,False,False,15,False,1,False,False
1764366347.0790832,67,True,False,False,15,False,1,False,False
1764366351.1202564,70,True,False,False,14,False,1,False,False
1764366355.2775037,73,True,False,False,14,False,1,False,False
1764366359.0415475,75,True,False,False,13,False,1,False,False
1764366363.5382159,78,True,False,False,13,False,1,False,False
1764366366.8011718,80,False,False,False,12,False,1,False,False
1764366370.7093472,80,False,False,False,12,False,1,False,False
1764366376.516075,80,False,False,False,11,False,1,False,False
1764366379.639234,80,False,False,False,11,False,1,False,False
1764366382.4616928,80,False,True,True,10,True,1,False,False
1764366386.275697,77,False,True,True,12,True,1,False,False
1764366391.554027,75,False,True,True,14,True,1,False,False
1764366395.4449594,72,False,True,True,16,True,1,False,False
1764366400.488973,70,False,True,True,18,True,1,False,False
1764366406.0845766,66,False,True,True,20,False,1,False,False
1764366410.860343,66,False,False,False,20,False,2,False,False
1764366415.033342,66,False,False,False,19,False,2,False,False
1764366419.7871096,66,False,False,False,19,False,2,False,False
1764366422.3232512,66,False,False,False,18,False,2,False,False
1764366425.5838249,66,False,False,False,18,False,2,False,False
1764366430.186736,66,False,False,False,17,False,2,False,False
1764366434.7713892,66,False,False,False,16,False,2,False,False
1764366439.4636483,66,False,False,False,16,False,2,False,False
1764366444.8008182,66,False,False,False,15,False,2,False,False
1764366449.6135726,66,False,False,False,14,False,2,False,False
1764366452.9295464,66,False,False,False,14,False,2,False,False
1764366455.8956804,66,False,False,False,13,False,2,False,False
1764366459.9773264,66,False,False,False,13,False,2,False,False
1764366462.3108187,66,False,False,False,12,False,2,False,False
1764366467.391778,66,False,False,False,12,False,2,False,False
1764366471.4535265,66,False,False,False,11,False,2,False,False
1764366475.3732612,66,False,False,False,11,False,2,False,False
1764366480.6317432,66,False,False,False,10,True,2,False,False
1764366485.209824,64,False,True,True,14,True,0,False,False
1764366490.1101906,62,False,True,True,16,True,0,False,False
1764366494.5281675,60,False,True,True,17,True,0,False,False
1764366497.9407473,58,False,True,True,18,True,0,False,False
1764366502.3856146,56,False,False,False,20,False,0,False,False
1764366507.4691036,56,False,False,False,19,False,0,False,False
1764366511.9933064,56,False,False,False,18,False,0,False,False
1764366516.4675612,56,False,False,False,18,False,0,False,False
1764366519.9332397,56,False,False,False,17,False,0,False,False
1764366524.5229082,56,False,False,False,16,False,1,False,False
1764366528.1291804,56,False,False,False,16,False,1,False,False
1764366531.079823,56,False,False,False,15,False,1,False,False
1764366536.5945373,56,False,False,False,15,False,1,False,False
1764366540.2252967,56,False,False,False,14,False,1,False,False
1764366544.1869426,56,False,False,False,14,False,1,False,False
1764366550.5464754,56,False,False,False,13,False,1,False,False
1764366554.0582552,56,False,False,False,12,False,1,False,False
1764366556.3501751,56,False,False,False,12,False,1,False,False
1764366559.273397,56,False,False,False,12,False,1,False,False
1764366564.9064486,56,False,False,False,11,False,1,False,False
1764366569.1878412,56,False,False,False,10,True,1,False,False
1764366574.6175907,55,False,True,True,11,True,1,False,False
1764366580.0646265,52,False,True,True,13,True,1,False,False
1764366584.7209415,50,False,True,True,14,True,1,False,False
1764366590.866739,47,False,True,True,16,True,1,False,False
1764366596.3537958,45,False,True,True,18,True,2,False,False
1764366599.817025,43,False,True,True,19,True,2,False,False
1764366604.755438,41,False,True,True,20,False,2,False,False
1764366609.393005,41,True,False,False,20,False,2,False,False
1764366613.5700855,44,True,False,False,20,False,2,False,False
1764366617.519983,47,True,False,False,19,False,2,False,False
1764366620.4437401,49,True,False,False,19,False,2,False,False
1764366624.596214,51,True,False,False,18,False,2,False,False
1764366628.4518616,54,True,False,False,17,False,2,False,False
1764366631.1904473,55,True,False,False,17,False,2,False,False
1764366637.928613,60,True,False,False,16,False,2,False,False
1764366642.1483278,62,True,False,False,15,False,2,False,False
1764366644.7574277,64,True,False,False,15,False,2,False,False
1764366649.02346,67,True,False,False,14,False,2,False,False
1764366655.8607545,71,True,False,False,13,False,2,False,False
1764366660.1435661,74,True,False,False,13,False,2,False,False
1764366664.261326,76,True,False,False,15,False,0,False,False
1764366669.622278,80,False,False,False,14,False,0,False,False
1764366674.6884472,80,False,False,False,14,False,0,False,False
1764366681.269114,80,False,False,False,13,False,0,False,False
1764366684.0450351,80,False,False,False,12,False,0,False,False
1764366687.8293965,80,False,False,False,12,False,0,False,False
1764366690.2284746,80,False,False,False,11,False,0,False,False
1764366693.742886,80,False,False,False,11,False,0,False,False
1764366697.7722845,80,False,False,False,11,False,0,False,False
1764366702.6115658,80,False,True,True,10,True,0,False,False
1764366707.7435794,77,False,True,True,12,True,0,False,False
1764366710.769343,75,False,True,True,14,True,1,False,False
1764366714.883478,73,False,True,True,15,True,1,False,False
1764366720.5255067,70,False,True,True,18,True,1,False,False
1764366724.9501905,67,False,True,True,19,False,1,False,False
1764366729.8779423,66,False,False,False,20,False,1,False,False
1764366734.9496543,66,False,False,False,19,False,1,False,False
1764366739.1134176,66,False,False,False,18,False,1,False,False
1764366745.716849,66,False,False,False,17,False,1,False,False
1764366750.9012895,66,False,False,False,17,False,1,False,False
1764366756.4702272,66,False,False,False,16,False,1,False,False
1764366760.2815433,66,False,False,False,15,False,1,False,False
1764366764.448235,66,False,False,False,15,False,1,False,False
1764366766.771425,66,False,False,False,14,False,1,False,False
1764366769.859633,66,False,False,False,14,False,1,False,False
1764366772.2871659,66,False,False,False,14,False,1,False,False
1764366777.9161594,66,False,False,False,13,False,2,False,False
1764366783.814569,66,False,False,False,12,False,2,False,False
1764366787.9360368,66,False,False,False,12,False,2,False,False
1764366791.0046341,66,False,False,False,11,False,2,False,False
1764366794.4507766,66,False,False,False,11,False,2,False,False
1764366798.8797827,65,False,True,True,11,True,2,False,False
1764366802.0757556,64,False,True,True,12,True,2,False,False
1764366806.3288755,62,False,True,True,14,True,2,False,False
1764366811.864997,59,False,True,True,16,True,2,False,False
1764366815.9785044,57,False,True,True,17,True,2,False,False
1764366820.5550046,54,False,True,True,19,True,2,False,False
1764366824.7042375,52,False,True,True,20,False,2,False,False
1764366827.8856466,51,False,False,False,21,False,2,False,False
1764366831.8643477,51,False,False,False,20,False,2,False,False
1764366834.8876576,51,False,False,False,20,False,2,False,False
1764366837.8692486,51,False,False,False,19,False,2,False,False
1764366842.4284358,51,False,False,False,18,False,2,False,False
1764366846.1678107,51,False,False,False,18,False,3,True,False
1764366851.1118574,51,False,False,False,20,False,0,False,False
1764366856.4745014,51,False,False,False,19,False,0,False,False
1764366860.7622776,51,False,False,False,18,False,0,False,False
1764366865.0375679,51,False,False,False,18,False,0,False,False
1764366872.0886133,51,False,False,False,16,False,0,False,False
1764366876.6474614,51,False,False,False,16,False,0,False,False
1764366879.3472571,51,False,False,False,16,False,0,False,False
1764366882.7567668,51,False,False,False,15,False,0,False,False
1764366887.2692108,51,False,False,False,14,False,1,False,False
1764366891.6576765,51,False,False,False,14,False,1,False,False
1764366896.9633017,51,False,False,False,13,False,1,False,False
1764366902.5250187,51,False,False,False,12,False,1,False,False
1764366908.3352983,51,False,False,False,12,False,1,False,False
1764366913.5317788,51,False,False,False,11,False,1,False,False
1764366916.9313734,51,False,False,False,11,False,1,False,False
1764366919.658405,50,False,True,True,11,True,1,False,False
1764366923.066561,49,False,True,True,12,True,1,False,False
1764366928.7715175,46,False,True,True,14,True,1,False,False
1764366932.3046832,45,False,True,True,15,True,1,False,False
1764366935.648343,43,False,True,True,16,True,1,False,False
1764366939.6808615,41,False,True,True,17,True,1,False,False
1764366944.3531132,41,True,True,True,18,True,1,False,False
1764366946.6366315,41,True,True,True,19,True,1,False,False
1764366948.7612996,42,True,True,True,19,True,1,False,False
1764366952.8654494,43,True,False,False,21,False,1,False,False
1764366956.8780844,46,True,False,False,20,False,1,False,False
1764366962.0295882,49,True,False,False,19,False,2,False,False
1764366967.0467625,52,True,False,False,18,False,2,False,False
1764366972.5246868,55,True,False,False,17,False,2,False,False
1764366977.4806325,59,True,False,False,17,False,2,False,False
1764366981.3551793,61,True,False,False,16,False,2,False,False
1764366985.1018698,64,True,False,False,16,False,2,False,False
1764366988.3185797,66,True,False,False,15,False,2,False,False
1764366992.0165062,68,True,False,False,15,False,2,False,False
1764366995.5872583,70,True,False,False,14,False,2,False,False
1764367000.6061325,74,True,False,False,13,False,2,False,False
1764367003.9885254,76,True,False,False,13,False,2,False,False
1764367008.932141,79,True,False,False,12,False,2,False,False
1764367012.003314,80,False,False,False,12,False,2,False,False
1764367015.8601127,80,False,False,False,11,False,2,False,False
1764367019.5149956,80,False,False,False,11,False,2,False,False
1764367022.7439013,80,False,False,False,11,False,2,False,False
1764367027.4276476,80,False,False,False,10,True,2,False,False
1764367032.2170012,78,False,True,True,13,True,1,False,False
1764367036.0274496,75,False,True,True,16,True,0,False,False
1764367039.8697646,73,False,True,True,18,True,0,False,False
1764367043.2019265,72,False,True,True,19,True,0,False,False
1764367048.712004,69,False,False,False,21,False,0,False,False
1764367056.034834,69,False,False,False,20,False,0,False,False
1764367060.9065099,69,False,False,False,19,False,0,False,False
1764367064.7883406,69,False,False,False,18,False,0,False,False
1764367069.3511426,69,False,False,False,17,False,1,False,False
1764367073.7415628,69,False,False,False,17,False,1,False,False
1764367077.176905,69,False,False,False,16,False,1,False,False
1764367083.4133186,69,False,False,False,15,False,1,False,False
1764367087.6511793,69,False,False,False,15,False,1,False,False
1764367093.480796,69,False,False,False,14,False,1,False,False
1764367099.431271,69,False,False,False,13,False,1,False,False
1764367104.9536455,69,False,False,False,12,False,1,False,False
1764367108.4890828,69,False,False,False,12,False,1,False,False
1764367113.203812,69,False,False,False,11,False,1,False,False
1764367118.3088002,69,False,False,False,11,False,1,False,False
1764367121.4879541,69,False,False,False,10,True,1,False,False
1764367126.903617,67,False,True,True,12,True,1,False,False
1764367131.6246054,65,False,True,True,13,True,1,False,False
1764367136.248245,62,False,True,True,15,True,1,False,False
1764367139.25022,60,False,True,True,16,True,1,False,False
1764367142.8756595,59,False,True,True,18,True,2,False,False
1764367147.2649958,56,False,True,True,19,True,2,False,False
1764367153.7795336,54,False,False,False,21,False,2,False,False
1764367157.975433,54,False,False,False,20,False,2,False,False
1764367162.7319598,54,False,False,False,20,False,2,False,False
1764367166.2184684,54,False,False,False,19,False,2,False,False
1764367168.9676306,54,False,False,False,18,False,2,False,False
1764367171.609748,54,False,False,False,18,False,2,False,False
1764367177.5428338,54,False,False,False,17,False,2,False,False
1764367182.8070292,54,False,False,False,16,False,2,False,False
1764367186.9144669,54,False,False,False,16,False,2,False,False
1764367190.5886323,54,False,False,False,15,False,2,False,False
1764367192.677154,54,False,False,False,15,False,2,False,False
1764367198.1410544,54,False,False,False,14,False,2,False,False
1764367203.4932823,54,False,False,False,14,False,2,False,False
1764367206.6569352,54,False,False,False,13,False,2,False,False
1764367211.557112,54,False,False,False,15,False,0,False,False
1764367215.1751308,54,False,False,False,14,False,0,False,False
1764367218.9579148,54,False,False,False,14,False,0,False,False
1764367222.4863954,54,False,False,False,14,False,0,False,False
1764367226.245051,54,False,False,False,13,False,0,False,False
1764367232.1429503,54,False,False,False,12,False,0,False,False
1764367236.5420322,54,False,False,False,12,False,0,False,False
1764367239.5235002,54,False,False,False,11,False,0,False,False
1764367242.8779838,54,False,False,False,11,False,0,False,False
1764367247.9547179,54,False,True,True,11,True,0,False,False
1764367253.0981593,51,False,True,True,12,True,0,False,False
1764367256.8352084,50,False,True,True,13,True,1,False,False
1764367262.521906,47,False,True,True,15,True,1,False,False
1764367266.5814683,45,False,True,True,16,True,1,False,False
1764367269.7356546,44,False,True,True,17,True,1,False,False
1764367276.529992,41,False,True,True,19,True,1,False,False
1764367281.5628421,41,True,True,True,20,False,1,False,False
1764367285.969616,43,True,False,False,20,False,1,False,False
1764367289.7694008,45,True,False,False,19,False,1,False,False
1764367294.5154998,49,True,False,False,19,False,1,False,False
1764367300.396995,52,True,False,False,18,False,1,False,False
1764367306.7407336,56,True,False,False,17,False,1,False,False
1764367311.3247545,60,True,False,False,16,False,1,False,False
